citta,nome,email,indirizzo,telefono,sito,amenity,cuisine
torino,Birrificio Torino,info@birrificiotorino.com,"Via Parma 30, 10152 Torino",+39 011 2876562,https://www.birrificiotorino.com/,pub,burger;sandwich;steak;fried_food;pizza
torino,Bloody Mary,bostanmaria85@gmail.com,"Via Circonvallazione 6, 10090 Gassino Torinese",+39 388 4774347,https://bloody-mary.eatbu.com/,cafe,
torino,Bottega Mia,bottegamiatorino@gmail.com,Torino,,https://www.facebook.com/bottegamia/,restaurant,italian
torino,Bowie,bowietorino@gmail.com,"Lungo Dora Firenze 131, 10153 Torino",+39011233553,https://www.bowietorino.it/,cafe,bistro
torino,Ca' Mia,camia@camia.it,"Strada Revigliasco 138, 10024 Moncalieri",+39 011 647 2808,https://www.camia.it/,restaurant,regional;pizza
torino,Caffè Gelateria Fiorio,info@fioriocaffegelateria.com,"Via Po 8c, 10123 Torino",+39 011 8173225,http://www.fioriocaffegelateria.com/,cafe,ice_cream;coffee_shop
torino,Caffè Rocciamelone,karen.giacobino@outlook.it,"6, 10070 Viù",+39 0123 696170,https://it-it.facebook.com/CaffeRocciamelone/,cafe,
torino,Cantavin,gabriele@cantavin.it,"Via Guglielmo Marconi 1, 10010 Quincinetto",,https://cantavin.it/,restaurant,
torino,Cantina Alpina,info@cantinaalpina.it,"Via Chabrieres 2, 10050 Salbertrand",+39 0122 854536,https://www.cantinaalpina.it/,restaurant,regional;italian
torino,Cantina degli Alpini,cantinadeglialpini@yahoo.it,"Via Nazionale 1, 10054 Cesana Torinese",+39 0122 89545,https://www.cantinadeglialpini.it,restaurant,regional
torino,Cantine Risso,cantinerisso@libero.it,"Corso Casale 79, 10132 Torino",+39 011 8195531,https://www.cantinerisso.com/,restaurant,regional
torino,Carlo e Camillo,bistrot@ristorantecarignano.it,Torino,+390115170171,https://www.ristorantecarignano.it/bistrot,cafe,
torino,Cascina Dell'Allaas,cascinaallaas@libero.it,"Via Statale 18, 10012 Bollengo",+39 0125 57545,https://www.cascinallaas.it/,restaurant,
torino,Cascina Gorgia,agriturismo@cascina-gorgia.it,"Strada Stupinigi 80, 10043 Orbassano",+39 011 900 2384; +39 339 590 9665,http://www.cascina-gorgia.it/,restaurant,regional
torino,Cascina Marcellina,info@cascinamarcellina.it,"Via Camposanto 11, 10080 Cintano",+39 0124 699 879,http://www.cascinamarcellina.it/,restaurant,
torino,Cascina Parisio,info@cascinaparisio.com,"Strada per Mattie 2 bis, 10059 Susa",,http://www.cascinaparisio.com/,restaurant,
torino,Cascina Roland,info@cascinaroland.com,"Via Antica di Francia 11, 10050 Villar Focchiardo",+39 011 19323183,http://www.cascinaroland.com/,restaurant,
torino,Catullo - Ristorante Pizzeria,info@ristorantecatullo.com,"Corso Moncalieri 176, 10133 Torino",+39 011 6618336,https://www.ristorantecatullo.com/,restaurant,pizza;international;seafood;steak_house
torino,Centro Amor Bairo,info@amorbairo.it,"Via Agliè 2, 10010 Bairo",,https://amorbairo.it/,bar,
torino,Chalet del Lago,info@chalet-ceresolereale.it,"10, 10080 Ceresole Reale",+39 0124 953128,https://chalet-ceresolereale.it/,restaurant,
torino,Cheers Birreria-Bistrot,info.cheersbotero@gmail.com,"Via Giovanni Botero 16, 10122 Torino",+39 011 242 8831,https://www.cheersbirreriagourmet.it/via-botero,restaurant,
torino,Cheers Bistrot Superga,info.cheerssuperga@gmail.com,"Strada alla basilica di Superga 45,  Torino",+39 011 411 0742,https://www.cheerssuperga.it/,restaurant,italian
torino,Cinepizza,cinepizzatorino@gmail.com,"Via Reggio 19d,  Torino",+393293616492,https://www.facebook.com/CinepizzaTorino,restaurant,
torino,Circle,circletorino2024@gmail.com,"Largo Montebello 38e, 10124 Torino",+390112073631,https://circletorino.it/,restaurant,
torino,Circolo Arci Jigeenyi,ricettedafrica@gmail.com,"Via Borgo Dora 3o, 10152 Torino",+39 353 311 3671,https://www.ricettedafrica.com/,restaurant,african
torino,Combo  Bar - Restaurant,hello.torino@thisiscombo.com,"Corso Regina Margherita 128, 10152 Torino",+39 011 0888210,https://thisiscombo.com/food/bar-and-restaurant/,restaurant,
torino,Convitto Café,infoconvittocafe@gmail.com,Torino,+39 011 8154070,https://www.convittocafe.it/,cafe,italian
torino,Corner Caffè,info@cornercaffe.it,"Corso Vittorio Emanuele II 100, 10121 Torino",,https://cornercateringtorino.com,cafe,
torino,Cré Seren,info@creseren.it,"10, 10050 Giaglione",+39 0122 629264,https://www.creseren.it/,restaurant,regional
torino,Cà Praudin,moni-val@libero.it,"Via Praudino 25, 10089 Valchiusa",,http://capraudin.altervista.org/,restaurant,regional
torino,Da Dino,info@dadinoristorante.it,"Corso canonico Giuseppe Allamano 75, 10095 Grugliasco",,https://www.dadinoristorante.it/,restaurant,
torino,Da Pecchia,pecchiaunione@gmail.com,"Corso Unione Sovietica 244,  Torino",+390112673261,https://www.dapecchia.it/corso-unione-sovietica,restaurant,pizza
torino,Da Pecchia,info@dapecchia.com,"Piazza Bengasi 25c, 10024 Moncalieri",+39 011 3199872,https://www.dapecchia.com/,restaurant,pizza
torino,Da Peppino,francesco.colosi@hotmail.it,"Via Mercanti 7h, 10122 Torino",+39 011 530570,http://www.ristorantepizzeriacentro.torino.it/,restaurant,pizza;italian
torino,Darmagi,info@ristorantedarmagi.it,Torino,+39 0125 710094,https://www.ristorantedarmagi.it/,restaurant,regional
torino,DB,enoteca@dbtorino.it,"Via Madama Cristina 82c, 10126 Torino",+39 011 6505146,http://www.dbwinetorino.it,restaurant,pasta;italian;grill;fish_and_chips;coffee_shop
torino,Dehors della Caffetteria del RIstoro del Priore,info@ristorodelpriore.com,"Strada comunale alla Basilica di Superga 73, 10132 Torino",+39 011 8997456,http://www.ristorodelpriore.com/it/caffetteria/,cafe,coffee_shop
torino,Donaya Food & Culture,info@donaya.it,"Via del Castello 15, 10042 Torino",+39 011 4174908,https://donaya.it/,restaurant,
torino,Duca Centodue,info@ducacentodue.net,"Corso Duca degli Abruzzi 102, 10129 Torino",+39 011 5817273,http://www.ducacentodue.net/,restaurant,italian
torino,Eataly Lagrange,lagrange@eataly.it,"Via Giuseppe Luigi Lagrange 3, 10123 Torino",+39 011 0373221,https://www.eataly.net/it_it/negozi/torino-lagrange/,restaurant,italian
torino,Enò,enotorino@gmail.com,"Via Bernardino Galliari 12, 10125 Torino",+39 011 6596031,https://enoristorante.it/,restaurant,pasta;regional;italian;seafood;mediterranean;local
torino,ErikPizza di Petti Vincenzo,info.erikpizza@gmail.com,"Via Strusiglia 24d, 10015 Ivrea",,https://erikpizza.xmenu.it/,restaurant,pizza
torino,Esedra Harihama,esedraharihama13@gmail.com,"Strada Baldissero 7, 10010 Torre Canavese",,https://esedraharihama.com/,cafe,
torino,Fanfaluch,info@fanfaluch.it,"8, 10124 Torino",,https://www.fanfaluch.it,restaurant,regional;italian
torino,Focacceria Genovese Sant'Agostino Gran Torino,focacceriegrantorino@gmail.com,"Via Sant'Agostino 6, 10122 Torino",+39 011 4365091,http://www.focacceriegrantorino.it/,fast_food,italian_pizza
torino,Foravia - Bottega e Cucina,bottegaforavia@gmail.com,"Via Arduino 89, 10015 Ivrea",,https://www.bottegaforavia.it/,restaurant,
torino,Forchetta e Scarpetta,info@forchettaescarpetta.it,"Corso Inghilterra 23b, 10138 Torino",+39 0114472952,https://www.forchettaescarpetta.it/,restaurant,
torino,Foresteria Massello,lory@foresteriamassello.it,"via Molino 4, 10060 Massello",+39 0121 808678,http://www.foresteriamassello.com/,restaurant,
torino,Fumi,yinyuwei1017@qq.com,"Via Costantino Nigra 11, 10081 Castellamonte",+39 0124 442914,https://fumisushi.it/?fbclid=IwY2xjawIjwwFleHRuA2FlbQIxMAABHb7ICN9LW7HZLFg4kwE5RPKlArmBQhsdoaZOnbyhi2w9p3tJuBsz0y9QxQ_aem_xI57bL2j3MjBmLLoJrnPMw,restaurant,sushi
torino,Fumi,fumirestaurant.ivrea@gmail.com,"Via Cascinette 20, 10015 Ivrea",+39 0125 1891193,https://fumisushi.it/,restaurant,sushi
torino,FuoriLuogo,torino@fuoriluogo.org,"Via Dante Di Nanni 120a, 10141 Torino",+393514173233,https://www.fuoriluogo.org/,bar,
torino,Galant Hotel Turin,info@hotelgalant.it,"Corso Giuseppe Garibaldi 155, 10078 Venaria Reale",+39 011 4551021,https://www.hotelgalant.it/,restaurant,
torino,Gallery RistoBar,galleryristobar@gmail.com,"Viale Liguria 1/3, 10010 Burolo",,https://galleryristobar-burolo.it/,bar,
torino,Gardenia,info@gardeniacaluso.it,Torino,+39 011 9832249,http://www.gardeniacaluso.it/,restaurant,regional
torino,Girardi,gg234@libero.it,"Piazza Credenza 2, 10015 Ivrea",+39 0125 49778,https://bar-di-girardi-giovanni-ivrea.eatbu.com/?lang=it,cafe,
torino,Goustò,gousto@gousto.eu,"Piazza della Repubblica 4, 10122 Torino",+39 329 941 5437,https://www.gousto.eu/,restaurant,regional
torino,Gran Bar Ala di Stura,ga.gianlucaantonietti@gmail.com,"Via Pian del Tetto 5, 10070 Ala di Stura",+39345 532 5660,https://it-it.facebook.com/pg/granbarala/about/?ref=page_internal,restaurant,
torino,Grange Tachier,info@hotelmartin.com,"Via Prarion 0, 10050 Sauze d'Oulx",+39 3356089733,https://www.grangetachier.com,restaurant,regional
torino,Grano e Gusto,info@granoegusto.it,"Via Torino 27, 10050 Sant'Antonino di Susa",+39 334 918 4922,https://www.granoegusto.it/,restaurant,pizza;italian
torino,Griglia22,info@griglia22.it,"Via Casale 2c, 10015 Ivrea",,https://griglia22.it/,restaurant,steak_house
torino,HARE Restaurant Burolo,info@harerestaurant.com,"Strada Statale 228 del Lago di Viverone 4, 10010 Burolo",,https://harerestaurant.com/home/,restaurant,sushi
torino,Hostaria Barbagia di Ollolai,barbagiadiollolai@gmail.com,"Via Francesco Millio 57, 10141 Torino",,http://www.barbagiadiollolai.com/,restaurant,italian;sardinian
torino,Hotel Ristorante della Posta,albergodellaposta@yahoo.it,"Via Maestra 115, 10050 Novalesa",+39 0122 653245,http://www.ristorantealbergodellaposta.com/,restaurant,
torino,Hotel Ristorante Taverna Verde,info@tavernaverde.it,Torino,+39 0125 687965,https://www.tavernaverde.it/,restaurant,italian
torino,I soliti amici,ristoranteisolitiamici@gmail.com,"Corso Unione Sovietica 383, 10135 Torino",+390113175168,http://www.isolitiamici.it/,restaurant,pizza;italian
torino,Il Barbabuc,info@ristoranteilbarbabuc.it,"Via Principe Tommaso 16a, 10125 Torino",+39 011 276 2804,https://www.ristoranteilbarbabuc.it/,restaurant,regional
torino,Il Bisogno,info@ilbisogno.it,"Via Primo Maggio 18, 10098 Rivoli",,https://ilbisogno.it/,restaurant,pizza;italian
torino,Il Bric,info@barbric.it,"Strada esterna della Vetta della Maddalena 170, 10024 Moncalieri",,https://il-bric.it/,restaurant,italian;regional
torino,Il Brusafer,info@ilbrusafer.com,"Frazione Combe 31, 10050 Mattie",+39 3343044333,https://www.ilbrusafer.com,restaurant,
torino,Il Caminetto,info@ilcaminettomargone.it,"Via Balma 5, 10070 Usseglio",+39 347 8188856,https://ilcaminettomargone.jimdo.com,restaurant,regional
torino,IL Leone,direzione@ristoranteilleone.com,"Via Val della Torre 120, 10149 Torino",+39 011 733442,http://www.ristoranteilleone.com/sito/,restaurant,pizza;italian
torino,Il Mandorlo,ilmandorlo@email.it,"Via Chivasso 24, 10080 Torino",+390119959454,http://www.ristoranteilmandorlo.it,restaurant,italian;local
torino,IL PATIO PIZZERIA OSTERIA ALBERGO DI CAPRA BARBARA,info@ilpatioalbergoristorante.it,"Via Casale 146, 10099 San Mauro Torinese",0118221028,https://http://www.ilpatioalbergoristorante.com/,restaurant,
torino,Il Punto... A Capo,f.minopoli@email.it,"Piazza Tonello 1, 10060 San Secondo di Pinerolo",+39 0121 501954,http://www.ristoranteilpuntoacapo.com/,restaurant,pizza;italian;neapolitan
torino,Il rosso di sera,info@ilrossodisera.com,Torino,+39 011 349 9005,https://ilrossodisera.com/,restaurant,
torino,Il Runch,info@ilrunch.biz,"60, 10070 Viù",+39 333 3762418;+39 340 5034425,http://www.ilrunch.biz,restaurant,regional
torino,Il Valentino,ilvalentino@alice.it,"Strada per Castelnuovo Nigra 21, 10081 Castellamonte",+39 0124 515 476,https://ristoranteilvalentino.it/,restaurant,piemontese
torino,Il Vecchio Borgo,info@ilvecchioborgo.to.it,"Via Villa Inferiore 52,  Torino",+39 0123 581809,http://ilvecchioborgo.to.it,restaurant,regional
torino,Infinity ristobar,a.elsavy.tfi@gmail.com,"Via Ceretta Inferiore 32, 10077 San Maurizio Canavese",,https://www.infinityristobar.it/,restaurant,pizza;italian
torino,Katuma Ciboteca,info@katumaciboteca.it,"Via Cossavella 44, 10012 Bollengo",,https://www.katumaciboteca.it/,bar,
torino,Kensho,kenshorestaurant@gmail.com,"Via Mercanti 16, 10122 Torino",+39 01119781256,https://kenshorestaurant.com/,restaurant,sushi
torino,Kirkuk Kaffé,kirkuk@tiscali.it,"Via Carlo Alberto 16/BIS-18, 10123 Torino",+39 011 530657,https://www.kirkukkaffe.com/,restaurant,turkish
torino,Koivu,info@koivusaunaecucina.com,"Strada Provinciale per Trausella 20, 10089 Valchiusa",,https://koivusaunaecucina.com/il-ristorante/,restaurant,
torino,l'alveare bar città,francesco.alveare@gmail.com,"Piazza Riccardo Cattaneo 16a, 10137 Torino",+39 011 3119053,https://www.alvearebarcitta.it/,cafe,regional;italian
torino,L'arte del croissant,boutique@artedelcroissant.it,Torino,,https://artedelcroissant.it,cafe,
torino,L'Erbi,lerbiristorante@gmail.com,"6, 10069 Villar Perosa",+39012151103,https://lerbi.com,restaurant,regional
torino,L'Incanto,ristorantegarino.snc@gmail.com,"Piazza Andrea Mensa 3, 10072 Caselle Torinese",+39 333 223 5676,https://lincantoristorante.it,restaurant,
torino,L'incontro,incontro.ristorante@gmail.com,"Regione Lago 1, 10089 Valchiusa",+39 0125 74594,https://incontro-ristorante.it/,restaurant,
torino,L'Oragiusta,borgonavilesrl@gmail.com,"Piazza Caduti per la libertà 15,  Moncalieri",+39 011 640 8546,https://loragiusta-moncalieri.eatbu.com/,cafe,bar;pizza;burger;regional
torino,L'orto di Alice,ortodialicecollegno@gmail.com,Torino,+39 011 264 7301,https://lorto-di-alice-vegan.eatbu.com/,restaurant,
torino,L'Orto Già Salsamentario - Ristorante Vegetale Plant-Based,prenotazioni@lortogiasalsamentario.it,"Via Monferrato 14a, 10131 Torino",+3901119941740,https://www.lortogiasalsamentario.it,restaurant,
torino,L'Osteria di Pavaglione,ristorante@ostoedpavajon.it,"Strada per Pavaglione 140, 10050 Pavaglione",+39 0122 49158,http://www.ostoedpavajon.it/,restaurant,regional;italian
torino,La Betola D'L'uva Frola,betolauvafrola@tiscali.it,"Via Gran Borgata 1, 10050 Meana di Susa",+39 339 813 0502,https://www.betolameana.it/,restaurant,regional;italian
torino,La Buca di San Giovanni,info@canavesecountryclub.it,Torino,+39 0124 514948,http://www.canavesecountryclub.it/,restaurant,italian
torino,La Capannina - Ristorante Pizzeria,info@lacapanninatorino.com,Torino,+39 011 545405,https://www.lacapanninatorino.com,restaurant,regional;pizza;italian;italian_pizza;international;piedmontese
torino,La capricciosa,info@lacapricciosa.com,"Via Genova 13, 10126 Torino",+39 011 6965000,https://www.ristorantelacapricciosa.it/,restaurant,pizza;italian
torino,La casetta del Gad,info@lacasettadelgad.it,"Via Riccardo Ghiotti 19, 10056 Torino",+39 0122 831087,https://www.lacasettadelgad.it/,restaurant,regional
torino,La Cipolla Caramellata,carlofarina25@gmail.com,"Piazza della Pace 5, 10040 Rivalta di Torino",+39 393 0005490,https://www.lacipollacaramellata.com/,restaurant,
torino,La Cooperativa,info@trattorialacooperativa.it,"Piazza don Oreste Cantore 15, 10050 Sant'Antonino di Susa",+39 3518838556,https://www.trattorialacooperativa.it,restaurant,
torino,La Diga dei Sapori,ladigadeisapori@gmail.com,"Regione Selva 1, 10080 Vistrorio",,https://ladigadeisapori.it/?fbclid=IwY2xjawIjxV9leHRuA2FlbQIxMAABHZS_h4QQu2V_y4sahLIi6vxV8idzNeJHkShHuTiZpcvkr4zp08jvmBqNcQ_aem_FAjemU_QzogNtR28AtKo_w,restaurant,italian;pizza;regional
torino,La Favola,massimiliano.rolfo@gmail.com,"Via Cigliano 20, 10015 Ivrea",,https://lafavolapizzeriagourmet.eatbu.com/,restaurant,pizza
torino,La Gastronomia Veg,nfo@gastronomiaveg.it,"Via Dante Di Nanni 116, 10141 Torino",+39 011 382 8605,http://gastronomiaveg.it,restaurant,
torino,La Granaja,info@lagranaja.it,"Via Circonvallazione 6, 10015 Ivrea",,https://www.lagranaja.it/,restaurant,pizza
torino,La Kascina Ristorante,info@lakascina.it,"Strada Statale 228 57, 10010 Piverone",+39 0125 643270,https://sites.google.com/view/lakascinadirect/,restaurant,pizza;italian
torino,La locanda della mandria,locandadellamandria@gmail.com,Torino,+39 011 4993324,https://www.lalocandadellamandria.it/,restaurant,
torino,La Locanda nel Parco,locanda@cooperativamirafiori.com,"Via Modesto Panetti 1,  Torino",+39 345 6878874,https://www.casanelparco.it/,restaurant,
torino,La Primula,cristina.amici2009@gmail.com,"Via Frazione S. Antonio 214, 10081 Castellamonte",+39 349 420 6088,https://www.ristorantepizzerialaprimula.com/,restaurant,italian;pizza
torino,La Ramasse,polenterialaramasse@gmail.com,"Ruà Trieste 15, 10050 Moncenisio",,http://polenterialaramasse.com/,restaurant,
torino,La Rosa Blu,info@bluhoteltorino.it,"via torino 154, 10093 Collegno",+39 011 401 8700,https://www.bluhoteltorino.it/ita/hotel-collegno-3stelle.html,restaurant,italian;pizza
torino,La Sella,itala.andreotti@outlook.it,"Strada Piscina 43,  Torino",+39 011 9070113,https://www.trattorialasella.it/,restaurant,regional
torino,La Soldanella,lasoldanella@lasoldanella.it,"Corso Moncenisio 96, 10090 Rosta",+39 011 9567816,https://www.lasoldanella.it/,restaurant,regional
torino,La Stadèra,info@ristorantelastadera.it,"Corso Dante Alighieri 85g, 10126 Torino",+39 011 669 8690,https://www.ristorantelastadera.it/,restaurant,italian;pizza
torino,La Tisaneria di Ivrea,luisa.garavet@libero.it,"Via Quattro Martiri 33, 10015 Ivrea",+39 0125 635049,https://luisagaravet.wixsite.com/latisaneriadiivrea,cafe,
torino,La Vecchia Europa,vecchiaeuropa@gmail.com,"Via Gorizia 144, 10137 Torino",,https://www.vecchiaeuropa.it,restaurant,italian;pizza
torino,Laghetto Nais,laghettonais@gmail.com,Bobbio Pellice,+39 0121 957776,https://www.laghettonais.it/,restaurant,
torino,Le Rondini,info@le-rondini.net,"Piazza della Repubblica 1bis, 10132 Torino",+39 011 4338743,https://www.le-rondini.net/,restaurant,pizza;italian;fish
torino,Locanda Fermata Alpi Graie,fermatalpigraie@gmail.com,Torino,+39 0123 738128,https://www.fermatalpigraie.com/,restaurant,regional
torino,Locanda La Posta,posta@locandalaposta.it,"Via dei Fossi 7,  Cavour",+39 0121 69989,https://www.locandalaposta.it/,restaurant,regional
torino,Long Da,info@ristorantelongda.it,"Via Torino 50, 10082 Cuorgnè",+39 0124 629 528,https://ristorantelongda.it/,restaurant,chinese
torino,Luna'sTorta,info@lunastorta.eu,"Via Belfiore 50/e, 10125 Torino",+39 0116690577,http://www.lunastorta.eu/wordpress/,cafe,regional;italian
torino,L’ fouie,info@chaletdellaguida.it,"Frazione Rochemolles 56,  Rochemolles",+39 0122 999670,https://www.chaletdellaguida.it,restaurant,regional
torino,MACHA CAFÈ,hello@machacafe.it,"Via Giovanni Amendola 9,  Torino",+39 0116185084,https://www.machacafe.it/piemonte,cafe,sushi;poke
torino,Maharaja,maharaja.chivasso@gmail.com,"Stradale Torino 79a, 10034 Chivasso",+39 3887805199;+39 011 2631338,https://maharaja-indiano-chivasso.eatbu.com/,restaurant,indian
torino,Mai dire no,info@maidireno.it,"Largo Montebello 40;40e, 10124 Torino",+39 011 8390549,https://www.maidireno.it,cafe,sandwich
torino,Mamasita,info@mamasitatorino.it,"Corso Carlo e Nello Rosselli 1, 10128 Torino",+39 011 5538214,https://www.mamasitatorino.it/,restaurant,mexican;spanish;argentinian
torino,Maps Osteria,mapsosteria@hotmail.it,"Via Giuseppe Garibaldi 5, 10089 Valchiusa",+39 0125 74111,https://mapsosteria.wordpress.com/,restaurant,regional
torino,Mar Rosso,info@marrossotorino.com,Torino,+39 347 1439202,https://www.marrossotorino.com/,restaurant,african
torino,Mezzaluna,info@mezzalunabio.it,"Piazza Emanuele Filiberto 8d, 10122 Torino",+39 011 4367622,https://www.mezzalunabio.it,restaurant,
torino,Ogimomo,info@ogimomo.it,"Corso Moncalieri 214, 10133 Torino",+39 011 2074508,https://www.ogimomo.it/,cafe,cake;italian
torino,Old Wild West,parcodora@oldwildwest.it,Torino,+39 011 4372915,https://www.oldwildwest.it/ristoranti/old-wild-west-torino-parco-dora,restaurant,american
torino,Open Time2,open@fondazionetime2.it,"Corso Stati Uniti 62b, 10128 Torino",+39 011 78 65 45,https://open.fondazionetime2.it/,cafe,
torino,Ospitalità rurale San Grato,naturalmente.ceres@libero.it,10070 Ceres,+39 0123 521100,https://www.naturalmentebiologico.it/,restaurant,
torino,Osteria della Marchesa,osteriadellamarchesa@libero.it,"Via Montenero 4, 10059 Susa",+39 0122 32803,https://www.osteriadellamarchesa.it/,restaurant,regional
torino,Osteria di campagna di Cudine,osteriadicampagna@mail.com,"10, 10070 Corio",+39 011 928384,https://osteria-di-campagna.blogspot.com/,restaurant,
torino,Osteria In vino veritas,eglantinaduci@yahoo.it,"Via Giulia di Barolo 50a, 10124 Torino",+39 388 1860 397,http://www.osteriainvinoveritas.it,restaurant,
torino,Osteria le putrelle,giovanni.foresto@gmail.com,"Via Tommaso Valperga di Caluso 11, 10125 Torino",+39 011 6599630,https://www.leputrelle.it/,restaurant,italian;regional
torino,Osteria Nonno Mario,prenotazioni@osterianonnomario.it,"Via Martiri della Libertà 41, 10060 Osasco",+39 346 6196976,https://www.osterianonnomario.it/,restaurant,
torino,Osteria Rabezzana,info@osteriarabezzana.it,"Via San Francesco d'Assisi 23/C,  Torino",+39 011 543070,https://www.osteriarabezzana.it/,restaurant,italian;regional
torino,Osteria San Maurizio,osteriasanmaurizio@gmail.com,"Via Elio Guarnotta 1, 10015 Ivrea",,https://osteriasanmaurizio.it/,restaurant,regional;fish;italian
torino,Paloma,comunicazioni.paloma@gmail.com,"Via Giacomo Matteotti 24, 10077 Torino",+3901118896047,https://www.paloma-ristopubgourmet.it/,restaurant,
torino,Panperfocaccia,info@panxfocaccia.com,"Via Conte Verde 7, 10122 Torino",+39 346 8520279;+39 011 4396610,http://www.panperfocacciatorino.it,restaurant,pizza;italian
torino,Pietrini,info@pietrinisusa.it,"Via Palazzo di Città 10, 10059 Susa",+39 0122 622303,http://www.pietrinisusa.it/,cafe,
torino,Pizza Vip,info@pizzavip.com,Torino,+39 0125 253341,https://pizzavipivrea.it/,restaurant,pizza
torino,Pizzeria Cecchi,pizzeria@tradizionececchi.it,"Via Madama Cristina 92/c, 10126 Torino",+39 011 6507030,https://tradizionececchi.it/pizzeria-cecchi/,restaurant,pizza
torino,Pizzeria La Tana,latanadisara@gmail.com,"Via Quassolo 6, 10010 Tavagnasco",+39 0125 659061,https://www.pizzerialatana.it/,restaurant,
torino,Pizzeria Ristorante La Collina,collinasanmartino@hotmail.it,"Via Roma 5, 10010 San Martino Canavese",+39 0125 627808,http://www.ristorantelacollinacanavese.it,restaurant,pizza
torino,Pummarò,pummarotorino@gmail.com,"Via Caraglio 130, 10141 Torino",+39 011 336755,https://www.pizzeria-pummaro.it/,restaurant,italian;pizza
torino,Quadre,contact@quadrefood.it,"Via Perugia 41, 10152 Torino",+39 011 7650373,https://quadrefood.it/,restaurant,italian;local
torino,Quadrifoglio,info@quadrifogliowinebar.com,Torino,+39 011 796456,http://www.quadrifogliowinebar.com/,bar,
torino,Quattro Soldi,info@ristorantequattrosoldi.it,"Corso Castelfidardo 7b, 10128 Torino",+39 011 562 1290,https://www.ristorantequattrosoldi.com/,restaurant,italian
torino,Quelli del Busi,busipub@gmail.com,"Via San Secondo 81,  Torino",+39 3334414759,http://www.busipub.com/,pub,burger;local;pizza
torino,Radio Blackout,redazione@radioblackout.org,"Via Antonio Cecchi 21a, 10100 Torino",+390112495669,https://radioblackout.org/,bar,
torino,Ramo Verde,info@ramoverde.it,"Viale dei Mille , 10082 Cuorgnè",+39 0124 657219,http://www.ramoverde.it/,restaurant,regional
torino,Residenza del Lago,info@residenzadelago.it,Torino,+39 011 9834885,https://www.residenzadelago.it/,restaurant,regional
torino,Rifugio Scarfiotti,info@rifugioscarfiotti.com,Torino,+39 349 0093144,http://www.rifugioscarfiotti.com,cafe,
torino,Ristorante Aquila Nera,aquilanera.ditony@gmail.com,"Corso Costantino Nigra 56, 10015 Ivrea",+39 0125 641416,https://www.aquilanera-ivrea.it/Il-ristorante.htm,restaurant,pizza
torino,Ristorante Cantine Morbelli,info@morbelli.it,"Via Dora Baltea 20a, 10015 Ivrea",+39 0125 641675,https://www.morbelli.it/it/home.html,restaurant,italian
torino,Ristorante Carignano,miglioli@ristorantecarignano.it,Torino,+390115170172,https://www.ristorantecarignano.it/,restaurant,regional
torino,Ristorante Castello di Pavone,info@castellodipavone.com,Torino,+39 0125 672111,http://www.ristorantecastellodipavone.com/,restaurant,italian
torino,Ristorante del Monte,ristdelmonte@libero.it,"Via Torino 7/11, 10010 Colleretto Giacosa",+39 0125 76426,http://www.ristorantedelmonte.com,restaurant,regional
torino,Ristorante della Torre,info@ristorantedellatorre.it,"Via Venti Settembre 2, 10059 Susa",+39 0122 32359,http://ristorantedellatorre.it/,restaurant,italian
torino,Ristorante Della Valle,info@ristorantedellavalle.it,"Via Case Vignè 98, 10070 Coassolo Torinese",+39 334 6337286,https://www.ristorantedellavalle.it,restaurant,regional
torino,Ristorante Enoteca La Marenda Sinoira,lamarendasinoira@tiscali.it,"74, 10010 Settimo Vittone",+39 0125 658 470,https://www.lamarendasinoira.com/,restaurant,
torino,Ristorante Freidour,freidour@gmail.com,"37, 10040 Cumiana",+39 011 9050844,http://www.freidour.it/,restaurant,italian
torino,Ristorante Giapponese Sushi Miko,huangtingting265@gmail.com,Torino,+39 011 2420061,https://ristorantemiko.com/,restaurant,japanese
torino,Ristorante Il Balmetto,info@ilbalmetto.com,"Via Fratelli Savio 7, 10013 Borgofranco d'Ivrea",,https://sites.google.com/view/ilbalmetto/,restaurant,
torino,Ristorante il Cigno,ristoranteilcignoivrea@gmail.com,"Via Lago Sirio 3, 10010 Chiaverano",+39 0125 45476,http://www.ristoranteilcignoivrea.it/,restaurant,italian
torino,Ristorante la Locanda,ristorantelalocanda@gmail.com,"SP32 14, 10070 Germagnano",+39 0123 320752,https://sites.google.com/site/locandapianbausano/home-bis,restaurant,regional
torino,Ristorante Moderno,an.cors@tiscali.it,"4, 10070 Viù",,https://www.ristorantemoderno.eu,restaurant,italian;pizza;regional
torino,Ristorante Pizzeria Alberoni,contatti@alberonipizzeria.it,"Corso Moncalieri 288, 10100 Torino",+39 011 6615433,https://www.alberonipizzeria.it/,restaurant,italian;pizza
torino,Ristorante Pizzeria Jolly,info@pizzeriajolly.net,"Via Costantino Nigra 22, 10081 Castellamonte",+39 0124 582 037,https://pizzeriajolly.net/,restaurant,pizza;seafood;italian
torino,Ristorante Pizzeria L'Escalier,info@lescalier.it,"Via Circonvallazione 22, 10020 Pecetto Torinese",+39 011 860 9845,https://www.lescalierpecetto.com/,restaurant,pizza;italian
torino,Ristorante Pizzeria La Luna,info@ristorantelaluna.it,"Via Guglielmo Marconi 29, 10010 Azeglio",+39 0125 72110,http://www.ristorantelaluna.it/,restaurant,
